20;2815.34;10.30;1400.54;big
20;2835.35;10.00;1427.44;big
20;2844.42;10.70;1385.18;small
21;2943.79;10.70;1432.37;big
21;3039.07;13.70;1470.33;big
21;3006.23;11.10;1442.88;small
21;2979.12;11.20;1430.67;small
21;2987.57;15.60;1456.06;small
21;2929.30;10.60;1411.57;small
22;3135.80;11.50;1495.07;small
22;3112.34;10.90;1493.01;small
22;3088.58;10.10;1486.64;small
22;3086.86;12.50;1507.19;small
22;3060.94;12.70;1511.63;small
22;3038.10;11.20;1522.51;small
22;3019.63;12.20;1520.61;small
22;3032.14;12.20;1509.86;small
23;2969.31;13.60;1403.89;small
23;2993.00;10.10;1406.00;small
23;2990.73;12.00;1376.00;small
23;3016.48;14.70;1368.42;small
23;3033.13;10.40;1344.18;small
23;3063.55;11.50;1339.06;small
23;3061.91;11.50;1307.04;small
23;3044.88;9.50;1275.95;small
23;3030.37;9.60;1269.73;small
23;3079.83;9.50;1324.24;small
23;3007.48;11.70;1390.89;small
23;3007.56;10.80;1360.06;small
23;3048.20;10.80;1328.12;small
23;3028.25;12.80;1358.14;small
23;3046.14;9.50;1293.28;small
23;2975.03;9.90;1389.19;small
23;3049.53;10.60;1352.66;small
23;3015.72;12.00;1283.42;small
24;3106.58;11.50;1406.43;big
24;3128.62;12.50;1371.17;big
24;3048.49;11.40;1428.58;big
24;3122.20;11.80;1341.78;small
24;3067.02;13.80;1394.74;small
24;3142.93;11.10;1397.83;small
25;3154.79;10.30;1312.29;big
25;3151.96;12.40;1280.09;small
25;3199.03;9.50;1333.57;small
26;3190.35;13.80;1377.61;big
26;3232.15;9.80;1402.35;big
26;3239.33;9.90;1452.25;big
26;3219.41;10.30;1468.31;small
26;3181.27;11.30;1409.20;small
27;3163.01;14.40;1450.80;big
27;3195.19;14.80;1442.91;small
27;3130.92;9.70;1470.62;small
27;3079.81;9.80;1453.44;small
27;3108.78;9.80;1450.52;small
28;3482.41;11.00;1232.76;big
28;3443.08;11.70;1234.36;big
28;3395.77;13.50;1228.83;big
28;3508.18;9.70;1167.63;big
28;3541.32;10.00;1137.20;small
28;3468.92;10.40;1194.47;big
28;3366.13;11.10;1162.82;big
28;3419.85;11.70;1190.87;small
28;3398.96;11.70;1188.15;small
28;3366.28;12.50;1204.08;small
28;3337.70;12.80;1123.22;small
28;3325.27;10.90;1144.21;small
29;3100.86;9.50;1265.57;big
29;3011.52;9.50;1239.29;big
29;3081.08;9.50;1198.02;big
29;3065.96;9.50;1232.31;big
29;3118.57;9.50;1224.85;small
29;3128.35;9.50;1206.98;small
29;3035.14;9.50;1203.13;small
31;3976.37;11.50;948.03;big
31;3996.68;10.90;893.28;big
31;4019.10;10.70;839.59;big
31;4037.06;10.90;936.00;big
31;4099.71;14.00;953.63;big
31;4137.62;10.30;975.41;big
31;4032.41;10.00;901.19;big
31;4075.38;9.70;918.98;small
31;4072.10;10.50;769.48;small
31;4062.53;11.20;752.66;small
31;4010.07;12.30;797.08;small
31;4030.81;11.40;800.12;small
31;4060.26;9.70;787.94;small
31;3968.28;11.20;980.26;small
36;2009.39;10.10;2010.23;big
36;2036.58;11.00;1952.48;big
36;2064.52;13.50;1907.31;big
36;2105.19;12.20;1884.51;big
36;2118.43;15.00;1934.01;big
36;2151.20;14.70;1983.00;big
36;2193.88;14.90;2012.69;big
36;2246.37;15.60;2032.35;big
36;2123.02;15.40;2015.64;big
36;2065.89;14.40;2017.86;big
36;2085.86;15.70;1969.78;big
37;3172.68;10.30;1652.82;big
37;3209.25;9.90;1660.08;big
37;3210.79;10.40;1691.77;big
37;3174.75;9.70;1622.52;small
38;3126.09;10.20;1596.71;big
38;3093.97;9.80;1570.90;big
38;3124.18;11.40;1531.43;big
38;3151.30;10.40;1517.65;small
39;3198.73;10.10;1545.06;big
39;3224.59;10.00;1621.55;small
39;3201.27;9.90;1586.09;big
39;3165.23;10.40;1582.37;small
39;3178.66;12.30;1500.80;small
39;3199.45;10.10;1502.60;small
39;3166.07;10.00;1547.51;small
40;3539.67;9.80;1720.33;big
40;3595.39;9.80;1707.73;big
40;3656.78;10.00;1722.09;big
40;3683.79;10.50;1748.87;big
40;3671.33;10.20;1683.28;big
40;3667.01;10.50;1623.73;big
40;3625.66;9.80;1667.53;big
40;3555.65;10.40;1662.10;big
40;3558.45;10.20;1613.23;big
40;3610.71;10.50;1637.31;big
40;3522.18;10.60;1607.99;small
40;3547.25;10.40;1582.41;small
40;3672.81;9.80;1586.83;small
40;3714.78;10.30;1769.02;small
41;2792.47;11.90;1348.13;big
41;2839.94;12.60;1357.59;small
41;2763.75;13.40;1367.76;small
41;2799.87;10.00;1308.19;small
41;2773.52;13.40;1327.44;small
42;2716.01;9.50;1447.73;big
42;2697.02;9.50;1409.13;small
42;2743.76;9.50;1426.23;big
42;2679.93;9.50;1413.31;small
43;2668.34;9.50;1740.10;big
43;2614.90;9.50;1707.54;big
43;2555.60;9.50;1699.23;big
43;2503.01;9.50;1693.51;big
43;2497.52;9.50;1644.59;big
43;2488.61;9.50;1599.52;big
43;2517.20;9.50;1559.67;big
43;2560.35;9.50;1517.17;big
43;2598.32;9.50;1472.78;big
43;2642.09;9.50;1464.38;big
43;2660.42;9.50;1508.38;big
43;2596.65;9.50;1547.27;big
43;2589.48;9.50;1615.29;big
43;2631.95;9.50;1658.48;big
43;2558.43;9.50;1652.21;big
43;2551.04;9.50;1598.10;big
43;2626.51;9.50;1590.04;small
43;2675.14;9.50;1549.53;small
43;2697.69;9.50;1539.95;small
43;2698.51;9.50;1560.10;small
43;2709.93;9.50;1579.98;small
43;2712.79;9.50;1606.64;small
43;2730.42;9.50;1611.24;small
43;2674.82;9.50;1654.14;small
43;2715.87;9.50;1745.34;small
43;2715.82;9.50;1726.07;small
44;2484.80;9.50;1771.43;big
44;2454.63;9.50;1822.78;big
44;2420.83;9.50;1860.13;big
44;2399.73;9.50;1929.74;big
44;2463.46;9.50;1957.12;big
44;2527.63;9.50;1966.80;big
44;2484.01;9.50;2011.40;big
44;2415.60;9.50;2024.35;big
44;2348.70;9.50;2010.42;big
44;2298.40;9.50;1984.75;big
44;2248.18;9.50;1955.67;big
44;2203.48;9.50;1933.28;big
44;2175.67;9.50;1868.84;big
44;2389.78;9.50;1971.94;big
44;2334.56;9.50;1928.62;big
44;2275.30;9.50;1892.17;big
44;2413.09;9.50;1799.63;big
44;2359.88;9.50;1864.54;big
44;2347.98;9.50;1815.93;big
44;2289.25;9.50;1824.69;big
44;2235.00;9.50;1881.88;big
44;2229.00;9.50;1825.00;big
45;2984.27;9.50;2023.23;big
45;2966.21;9.50;1981.48;big
45;2906.34;9.50;1956.11;big
45;2864.30;9.50;1909.14;big
45;2841.22;9.50;1867.48;big
45;2770.80;9.50;1851.21;big
45;2720.14;9.50;1820.72;big
45;2665.76;9.50;1798.58;big
45;2614.71;9.50;1786.19;big
45;2568.76;9.50;1785.88;big
45;2540.77;9.50;1835.36;big
45;2604.72;9.50;1855.66;big
45;2617.94;9.50;1927.24;big
45;2599.78;9.50;1996.52;big
45;2569.04;9.50;2041.32;big
45;2920.80;9.50;2021.40;big
45;2845.10;9.50;2022.63;big
45;2857.44;9.50;1966.28;big
45;2787.53;9.50;1922.76;big
45;2720.63;9.50;1894.49;big
45;2665.31;9.50;1864.00;big
45;2798.80;9.50;1983.76;big
45;2781.02;9.50;2032.34;big
45;2727.05;9.50;1967.27;big
45;2673.72;9.50;1943.09;big
45;2663.67;9.50;2011.28;big
45;2708.94;9.50;2027.61;big
46;3072.08;9.50;2020.91;big
46;3130.15;9.50;2034.76;big
46;3177.19;0.00;2054.42;big
46;3234.02;0.00;2053.57;big
46;3286.61;9.50;2036.89;big
46;3340.55;9.50;2010.97;big
46;3406.73;9.50;1987.21;big
46;3447.09;9.50;1966.35;big
46;3500.47;9.50;1990.11;big
46;3562.25;9.50;2014.75;big
46;3452.01;9.50;2030.67;big
46;3396.82;9.50;2037.78;big
46;3518.39;9.50;2032.36;big
46;3718.94;9.50;2039.08;big
46;3802.95;9.50;2032.72;big
46;3765.07;9.50;2018.94;big
46;3679.61;9.50;1990.13;big
46;3612.11;9.50;1992.21;big
46;3464.77;9.50;1914.22;small
46;3411.67;9.50;1867.45;small
46;3382.89;9.50;1871.47;small
46;3369.04;9.50;1856.02;small
47;2628.65;9.50;1362.31;big
47;2621.67;9.50;1284.69;big
47;2555.26;9.50;1395.80;big
47;2507.29;9.50;1347.41;big
47;2462.01;9.50;1304.16;big
47;2470.25;9.50;1246.06;big
47;2569.07;9.50;1324.51;big
47;2532.01;9.50;1272.65;big
47;2572.48;9.50;1256.87;big
47;2509.95;9.50;1188.83;big
47;2688.39;9.50;1252.03;small
48;2647.06;9.50;1211.16;big
48;2615.11;9.50;1150.55;big
48;2562.79;9.50;1095.93;big
48;2530.58;9.50;1044.45;big
48;2510.83;9.50;1008.75;big
48;2469.74;9.50;1048.79;big
48;2483.45;9.50;1102.48;big
48;2581.74;9.50;1191.71;big
48;2562.66;9.50;1136.58;big
49;2261.14;9.50;1748.58;big
49;2318.99;9.50;1740.48;big
49;2382.86;9.50;1724.02;big
49;2414.35;9.50;1677.67;big
49;2402.89;9.50;1613.20;big
49;2404.62;9.50;1552.65;big
49;2447.87;9.50;1500.68;big
49;2494.39;9.50;1443.02;big
49;2443.35;9.50;1404.87;big
49;2395.31;9.50;1448.58;big
49;2368.75;9.50;1500.27;big
49;2257.12;9.50;1691.22;big
49;2262.06;9.50;1634.96;big
49;2296.91;9.50;1586.48;big
49;2319.16;9.50;1680.38;big
49;2364.67;9.50;1644.48;big
49;2360.83;9.50;1598.05;big
49;2343.63;9.50;1535.65;big
50;2170.49;9.50;1676.29;big
50;2177.10;9.50;1709.79;big
50;2170.28;9.50;1757.76;big
50;2117.34;9.50;1658.74;big
50;2059.67;9.50;1634.92;big
50;2029.69;9.50;1669.90;big
50;1999.21;9.50;1741.17;big
50;1977.20;9.50;1796.77;big
50;1926.27;9.50;1854.15;big
50;2111.60;9.50;1784.71;big
50;2064.30;9.50;1823.46;big
50;2109.85;9.50;1719.11;big
50;2051.00;9.50;1726.35;big
50;2007.01;9.50;1859.20;big
50;1970.47;9.50;1913.21;big
50;1937.48;9.50;1971.36;big
50;1932.62;9.50;2027.59;big
50;1880.12;9.50;1906.91;big
50;1857.13;9.50;1962.96;big
50;1755.48;9.50;1969.85;big
50;1807.36;9.50;2004.94;big
50;1867.26;9.50;2021.63;big
50;1715.96;9.50;2003.96;small
50;1684.63;9.50;2017.25;small
50;1632.73;0.00;2054.46;big
51;2173.92;9.50;1573.73;big
51;2223.42;9.50;1548.44;big
51;2248.44;9.50;1492.94;big
51;2282.27;9.50;1445.78;big
51;2315.01;9.50;1388.51;big
51;2359.58;9.50;1340.99;big
51;2165.09;9.50;1508.96;big
51;2167.03;9.50;1452.23;big
51;2168.75;9.50;1398.71;big
51;2185.76;9.50;1348.86;big
51;2223.34;9.50;1430.47;big
51;2248.03;9.50;1370.32;big
51;2250.03;9.50;1319.76;big
51;2308.04;9.50;1304.60;big
51;2371.62;9.50;1293.09;big
52;1401.42;9.50;1247.65;big
52;1345.91;9.50;1208.72;big
52;1332.65;9.50;1269.28;big
52;1373.24;9.50;1297.80;big
53;1487.36;9.50;1187.02;big
53;1530.77;9.50;1157.49;big
53;1551.52;9.50;1092.88;big
53;1594.55;9.50;1058.75;big
53;1657.40;9.50;1095.29;big
53;1729.27;9.50;1099.33;big
53;1790.08;9.50;1073.46;big
53;1861.59;9.50;1057.31;big
53;1876.94;9.50;1104.66;big
53;1865.42;9.50;1161.28;big
53;1801.81;9.50;1170.14;big
53;1736.23;9.50;1188.81;big
53;1673.76;9.50;1207.19;big
53;1619.47;9.50;1210.82;big
53;1555.28;9.50;1185.83;big
53;1610.69;9.50;1136.07;big
53;1689.18;9.50;1146.54;big
53;1776.09;9.50;1128.04;big
53;1458.63;9.50;1147.21;small
53;1521.50;9.50;1049.55;small
53;1550.39;9.50;1036.48;small
54;1692.53;9.50;1448.40;big
54;1685.99;9.50;1514.71;big
54;1750.09;9.50;1574.13;big
54;1661.19;9.50;1477.75;big
54;1723.81;9.50;1531.94;big
55;1845.05;9.50;1599.79;big
55;1916.20;9.50;1586.49;big
55;1882.57;9.50;1613.11;big
55;1915.70;9.50;1645.49;big
55;1842.76;9.50;1692.34;big
55;1877.77;9.50;1728.69;small
55;1810.54;9.50;1729.39;small
56;1996.68;9.50;1588.13;big
56;1998.07;9.50;1519.50;big
56;1989.46;9.50;1452.71;big
56;1989.89;9.50;1388.72;big
56;2009.38;9.50;1335.91;big
56;2046.39;9.50;1278.19;big
56;2100.89;9.50;1253.21;big
56;2106.04;9.50;1301.50;big
56;2147.51;9.50;1250.34;big
56;2084.74;9.50;1357.33;big
56;2085.07;9.50;1419.24;big
56;2086.64;9.50;1492.35;big
56;2082.88;9.50;1545.60;big
56;2038.85;9.50;1389.94;big
56;2037.60;9.50;1449.17;big
56;2034.93;9.50;1549.46;big
57;1729.28;9.50;1297.86;big
57;1780.94;9.50;1272.93;big
57;1828.49;9.50;1255.77;big
57;1885.22;9.50;1250.91;big
57;1938.91;9.50;1273.77;big
57;1908.94;9.50;1341.11;big
57;1895.57;9.50;1403.66;big
57;1907.51;9.50;1472.48;big
57;1883.96;9.50;1508.11;big
57;1835.06;9.50;1515.22;big
57;1765.27;9.50;1474.15;big
57;1766.52;9.50;1410.03;big
57;1745.58;9.50;1356.89;big
57;1842.10;9.50;1436.58;big
57;1820.01;9.50;1364.96;big
57;1861.33;9.50;1318.47;big
57;1793.72;9.50;1321.58;big
58;2233.80;9.50;1232.32;big
58;2294.97;9.50;1215.96;big
58;2364.86;9.50;1201.09;big
58;2236.51;9.50;1174.73;big
58;2224.38;9.50;1108.53;big
58;2215.26;9.50;1055.65;big
58;2406.00;9.50;1139.76;big
58;2398.40;9.50;1069.55;big
58;2378.48;9.50;1012.11;big
58;2319.65;9.50;1024.17;big
58;2268.27;9.50;1049.12;big
58;2294.06;9.50;1148.21;big
58;2350.33;9.50;1120.17;big
58;2309.40;9.50;1079.74;big
59;1961.57;9.50;1186.34;big
59;2017.18;9.50;1169.83;big
59;2083.30;9.50;1162.95;big
59;2138.99;9.50;1162.93;big
59;2114.30;9.50;1105.50;big
59;2115.98;9.50;1044.74;big
59;2127.75;9.50;976.47;big
59;2164.88;9.50;933.80;big
59;2131.60;9.50;882.04;big
59;1950.17;9.50;1063.44;big
59;1934.77;9.50;1005.11;big
59;2020.00;9.50;1102.62;big
59;1956.02;9.50;1121.78;big
59;2070.22;9.50;1091.21;big
59;2003.99;9.50;987.81;big
59;2046.35;9.50;931.61;big
59;2082.68;9.50;892.35;big
59;2009.77;9.50;1044.85;big
59;2067.93;9.50;1006.94;big
60;3684.74;9.50;788.09;big
60;3760.74;9.50;769.00;big
60;3824.91;9.50;793.51;big
60;3934.50;9.50;838.11;big
60;3882.74;9.50;826.80;big
60;3958.82;9.50;777.66;big
60;3987.54;9.50;721.77;big
60;3969.49;9.50;651.50;big
60;3956.90;9.50;589.64;big
60;3940.30;9.50;526.60;big
60;3951.12;9.50;427.59;big
60;3924.56;9.50;471.80;big
60;3871.51;9.50;457.70;big
60;3798.20;9.50;455.11;big
60;3732.42;9.50;437.72;big
60;3703.67;9.50;430.99;big
60;3674.56;9.50;428.41;big
60;3633.61;9.50;424.53;big
60;3615.19;9.50;487.06;big
60;3649.01;9.50;552.24;big
60;3648.14;9.50;612.83;big
60;3656.61;9.50;662.87;big
60;3675.64;9.50;728.33;big
60;3737.58;9.50;718.53;big
60;3723.15;9.50;656.37;big
60;3719.01;9.50;580.12;big
60;3689.05;9.50;496.02;big
60;3764.50;9.50;508.38;big
60;3842.31;9.50;524.29;big
60;3888.77;9.50;574.46;big
60;3895.18;9.50;641.57;big
60;3903.07;9.50;702.19;big
60;3894.63;9.50;761.68;big
60;3839.15;9.50;731.38;big
60;3794.97;9.50;694.90;big
60;3782.41;9.50;634.96;big
60;3787.98;9.50;563.42;big
60;3851.82;9.50;611.00;big
60;3850.35;9.50;671.78;big
61;2252.97;9.50;953.46;big
61;2226.48;9.50;881.30;big
61;2260.40;9.50;826.80;big
61;2183.44;9.50;847.88;small
61;2295.53;9.50;742.65;big
61;2373.48;9.50;741.14;big
61;2447.55;9.50;742.29;big
61;2511.01;9.50;760.62;big
61;2516.87;9.50;821.55;big
61;2496.59;9.50;897.56;big
61;2324.82;9.50;930.11;big
61;2396.93;9.50;911.61;big
61;2292.82;9.50;885.54;big
61;2321.82;9.50;818.94;big
61;2379.06;9.50;804.79;big
61;2444.08;9.50;807.75;big
61;2450.82;9.50;868.90;big
61;2358.00;9.50;873.25;big
61;2470.70;9.50;949.28;big
61;2525.24;9.50;947.28;small
61;2206.50;9.50;832.14;small
61;2567.98;9.50;767.80;big
62;2900.63;9.50;679.03;big
62;2911.27;9.50;625.62;big
62;2937.80;9.50;576.25;big
62;2954.86;9.50;523.98;big
62;2960.53;9.50;459.32;big
62;2951.35;9.50;396.04;big
62;2968.20;9.50;321.32;big
62;2905.58;9.50;290.04;big
62;2898.02;9.50;361.68;big
62;2891.27;9.50;434.48;big
62;2881.92;9.50;510.08;big
62;2853.64;9.50;565.69;big
62;2850.23;9.50;636.28;big
62;2846.54;9.50;704.62;big
62;2773.06;9.50;688.22;big
62;2707.22;9.50;681.88;big
62;2626.55;9.50;712.46;big
62;2581.89;9.50;682.50;big
62;2594.69;9.50;622.34;big
62;2585.52;9.50;557.08;big
62;2588.34;9.50;499.11;big
62;2603.79;9.50;429.94;big
62;2603.27;9.50;371.02;big
62;2639.14;9.50;317.80;big
62;2711.35;9.50;303.99;big
62;2784.26;9.50;305.15;big
62;2852.00;9.50;303.21;big
62;2657.39;9.50;644.12;big
62;2656.16;9.50;594.75;big
62;2651.78;9.50;530.44;big
62;2648.46;9.50;478.57;big
62;2663.14;9.50;419.33;big
62;2687.39;9.50;360.53;big
62;2758.30;9.50;363.47;big
62;2832.39;9.50;363.65;big
62;2789.21;9.50;616.30;big
62;2722.70;9.50;615.21;big
62;2722.40;9.50;549.11;big
62;2789.67;9.50;539.52;big
62;2726.33;9.50;474.66;big
62;2814.03;9.50;481.26;big
62;2742.70;9.50;422.03;big
62;2821.82;9.50;423.37;big
65;3000.02;9.50;233.61;big
65;3027.91;9.50;164.81;big
65;3055.68;9.50;103.68;big
65;3106.66;9.50;41.71;big
65;3169.20;9.50;47.22;big
65;3239.59;9.50;58.38;big
65;3291.14;9.50;97.30;big
65;3323.27;9.50;138.41;big
65;3347.64;9.50;73.61;big
65;3302.98;9.50;30.52;big
65;3374.13;9.50;18.90;big
65;2926.66;9.50;198.11;big
65;2977.85;9.50;172.04;big
65;2955.89;9.50;123.51;big
65;3002.24;9.50;87.48;big
65;2957.57;9.50;56.22;big
65;3021.92;9.50;30.03;big
68;2887.50;9.50;1342.61;big
68;2898.68;9.50;1308.78;big
68;2842.92;9.50;1301.26;big
68;2933.79;9.50;1284.28;small
68;2953.57;9.50;1293.59;small
68;2815.90;9.50;1270.03;small
68;2795.84;9.50;1267.38;small
68;2778.03;9.50;1249.86;small
68;2753.45;9.50;1249.86;small
68;2735.82;9.50;1248.78;small
69;3321.37;9.50;1207.32;big
69;3256.97;9.50;1212.55;big
69;3206.84;9.50;1205.23;big
69;3295.34;9.50;1241.33;small
69;3345.23;9.50;1241.61;small
69;3170.09;9.50;1226.78;small
71;4058.69;9.50;662.03;big
71;4044.84;9.50;599.78;big
71;4030.98;9.50;530.09;big
71;4031.09;9.50;472.82;big
71;4033.48;9.50;435.52;big
71;4102.24;9.50;436.93;big
71;4171.51;9.50;438.16;big
71;4243.65;9.50;452.41;big
71;4278.09;9.50;503.54;big
71;4288.27;9.50;566.15;big
71;4313.13;9.50;635.40;big
71;4274.98;9.50;683.08;big
71;4209.78;9.50;675.93;big
71;4127.16;9.50;678.23;big
71;4115.99;9.50;605.86;big
71;4111.91;9.50;536.24;big
71;4101.59;9.50;489.88;big
71;4251.65;9.50;617.51;big
71;4172.07;9.50;501.70;big
71;4232.62;9.50;519.90;big
71;4211.01;9.50;576.38;big
71;4166.21;9.50;585.52;big
71;4302.98;9.50;450.01;small
71;4292.97;9.50;414.51;small
72;4458.08;9.50;685.28;big
72;4488.23;9.50;634.91;small
72;4504.98;9.50;608.15;small
72;4480.01;9.50;586.97;small
72;4467.76;9.50;630.03;small
72;4375.85;9.50;691.11;small
72;4358.26;9.50;716.40;small
72;4345.20;9.50;737.18;small
72;4331.91;9.50;762.35;small
72;4306.52;9.50;760.45;small
72;4324.50;9.50;742.48;small
72;4442.21;9.50;642.74;small
73;4396.26;9.50;803.49;big
73;4434.78;9.50;772.63;small
73;4445.87;9.50;741.98;small
73;4417.02;9.50;751.98;small
73;4436.14;9.50;721.90;small
75;4646.59;9.50;992.13;big
75;4585.14;9.50;973.25;big
75;4643.31;9.50;928.05;big
75;4638.32;9.50;865.60;big
75;4611.63;9.50;811.53;big
75;4555.87;9.50;914.36;big
75;4552.51;9.50;856.89;big
75;4528.22;9.50;800.23;big
75;4581.08;9.50;763.63;big
75;4534.87;9.50;721.93;big
75;4505.60;9.50;757.49;big
75;4504.28;9.50;922.67;small
75;4484.50;9.50;946.66;small
75;4494.67;9.50;972.11;small
76;4797.44;9.50;1180.62;big
76;4751.83;9.50;1140.91;big
76;4721.27;9.50;1083.31;big
76;4817.20;9.50;1118.02;big
76;4789.40;10.30;1070.03;big
76;4750.51;9.50;1043.81;big
76;4705.74;10.50;1050.72;big
76;4865.86;9.50;1134.51;small
77;4728.96;9.50;1232.41;big
77;4716.46;9.50;1185.99;small
77;4761.05;9.50;1266.09;small
77;4739.96;9.50;1297.37;small
77;4687.45;9.50;1308.90;small
77;4673.06;9.50;1288.65;small
77;4716.43;9.50;1289.47;small
77;4685.13;9.50;1233.97;small
78;4975.97;9.50;935.31;big
